chamber,id,town,cover_area,total_area,share_covered
senate,S026,New Canaan,21277218.465233326,376844199.77728873,0.056461578758033044
senate,S026,Redding,83160095.50284314,376844199.77728873,0.22067500455623293
senate,S026,Ridgefield,90586381.98854142,376844199.77728873,0.24038152117526845
senate,S026,Weston,31364545.656295776,376844199.77728873,0.0832294769956176
senate,S026,Westport,44932503.12336321,376844199.77728873,0.11923363328908308
senate,S026,Wilton,70656260.08454823,376844199.77728873,0.18749462012764267
senate,S027,Darien,13061118.860286415,53242627.20394082,0.24531319257137782
senate,S027,Stamford,40181507.908908084,53242627.20394082,0.7546867992632414
senate,S028,Easton,74234320.1701889,339236961.0693333,0.21882733513526811
senate,S028,Fairfield,79126590.48728633,339236961.0693333,0.23324873043864586
senate,S028,Newtown,152663861.59704018,339236961.0693333,0.45002130992984196
senate,S028,Weston,22250226.773578897,339236961.0693333,0.06558904048498239
senate,S029,Brooklyn,75818604.295187,726304125.7793369,0.10438960981232527
senate,S029,Canterbury,104140235.2850864,726304125.7793369,0.14338378592210543
senate,S029,Killingly,129177872.96335477,726304125.7793369,0.1778564493554882
senate,S029,Mansfield,118256276.92628115,726304125.7793369,0.16281922782607094
senate,S029,Putnam,52871143.88708687,726304125.7793369,0.07279477289262981
senate,S029,Scotland,48453445.81643391,726304125.7793369,0.06671233729320003
senate,S029,Thompson,125962964.1849842,726304125.7793369,0.17343005459293484
senate,S029,Windham,71621866.99843693,726304125.7793369,0.0986114004537499
senate,S030,Canaan,85708409.21464539,1440444259.9102955,0.05950137162543376
senate,S030,Cornwall,120077674.30814898,1440444259.9102955,0.08336155563258442
senate,S030,Goshen,116991370.29929304,1440444259.9102955,0.08121894998323555
senate,S030,Kent,128489935.61739692,1440444259.9102955,0.08920160202894536
senate,S030,Litchfield,147117991.99288893,1440444259.9102955,0.1021337625393785
senate,S030,New Milford,165088387.33831978,1440444259.9102955,0.11460935485875778
senate,S030,Salisbury,155680025.7217865,1440444259.9102955,0.1080777854822939
senate,S030,Sharon,154061081.89791298,1440444259.9102955,0.10695386568273542
senate,S030,Winchester,87597262.606559515,1440444259.9102955,0.060812670815887516
senate,S031,Bristol,69438866.21402454,254826893.29784548,0.27249426194928084
senate,S031,Harwinton,70558148.74952507,254826893.29784548,0.2768865869547593
senate,S031,Plainville,25325124.17019683,254826893.29784548,0.09938167766538065
senate,S031,Plymouth,57792033.08742142,254826893.29784548,0.22678937980016586
senate,S031,Thomaston,31617090.82852918,254826893.29784548,0.12407281829384723
senate,S032,Bethlehem,50867176.8949101,686370708.4335233,0.07411035504560246
senate,S032,Bridgewater,44818667.278375894,686370708.4335233,0.06529804772797453
senate,S032,Middlebury,34544784.23571491,686370708.4335233,0.0503296306372909
senate,S032,Oxford,86284396.7864685,686370708.4335233,0.1257110708925676
senate,S032,Roxbury,68349588.80577755,686370708.4335233,0.09958115631386588
senate,S032,Southbury,103780157.39544487,686370708.4335233,0.15120132039477358
senate,S032,Washington,100094300.78165245,686370708.4335233,0.1458312535074431
senate,S032,Watertown,76423403.53059661,686370708.4335233,0.1113442088824197
senate,S032,Woodbury,94905775.15261257,686370708.4335233,0.13827189008285662
senate,S033,Chester,43576759.76070106,866388216.1604594,0.05029703653382842
senate,S033,Clinton,43931635.056785524,866388216.1604594,0.05070663963029844
senate,S033,Colchester,128911248.8764553,866388216.1604594,0.14879155379991954
senate,S033,East Haddam,146531333.81075534,866388216.1604594,0.16912895521609567
senate,S033,East Hampton,95497032.77313423,866388216.1604594,0.11022429782845489
senate,S033,Haddam,119974081.53086281,866388216.1604594,0.13847612339713888
senate,S033,Lyme,89278725.92616272,866388216.1604594,0.10304702240967213
senate,S033,Portland,64379337.90941913,866388216.1604594,0.07430772569221528
senate,S034,Durham,20669693.372745514,208264630.37141442,0.09924725737578988
senate,S034,East Haven,33124832.731934547,208264630.37141442,0.15905164824608226
senate,S034,North Haven,51183464.40891242,208264630.37141442,0.24576167502678198
senate,S034,Wallingford,103283239.05986655,208264630.37141442,0.49592309013620584
senate,S035,Ashford,102151086.3555851,1162873753.9101577,0.08784365973701147
senate,S035,Coventry,99041441.53332987,1162873753.9101577,0.08516955619670964
senate,S035,Eastford,75731580.26989609,1162873753.9101577,0.06512450729518059
senate,S035,Hampton,66014749.549634695,1162873753.9101577,0.05676862972241002
senate,S035,Pomfret,105046574.93919754,1162873753.9101577,0.09033360206641428
senate,S035,Stafford,152112188.8188276,1162873753.9101577,0.13080713904441565
senate,S035,Tolland,104326780.92911333,1162873753.9101577,0.08971462343037238
senate,S035,Union,77239000.17628288,1162873753.9101577,0.06642079582290605
senate,S035,Willington,86851707.9021222,1162873753.9101577,0.07468713401612491
senate,S035,Woodstock,160323146.98007575,1162873753.9101577,0.13786805871315772
senate,S036,Greenwich,131469559.61582395,229921352.65956327,0.5718023058540651
senate,S036,New Canaan,37077078.25599742,229921352.65956327,0.1612598300554372
senate,S036,Stamford,61361825.40379226,229921352.65956327,0.26688180412129286
